DATASET_COLORSTRIP

SEPARATOR TAB

DATASET_LABEL	ponA 537
COLOR	#88419d

LEGEND_TITLE	ponA 537
SRR16644594	#b3cde3	Y
SRR16644595	#b3cde3	Y
SRR16644598	#b3cde3	Y
SRR16644599	#b3cde3	Y
SRR16644600	#b3cde3	Y
SRR16644601	#b3cde3	Y
SRR16644602	#b3cde3	Y
SRR16644603	#b3cde3	Y
SRR16644605	#b3cde3	Y
SRR16644606	#b3cde3	Y
SRR16644608	#b3cde3	Y
SRR16644609	#b3cde3	Y
SRR16644611	#b3cde3	Y
SRR16644613	#b3cde3	Y
SRR16644614	#b3cde3	Y
SRR16644616	#b3cde3	Y
SRR16644617	#b3cde3	Y
SRR16644620	#b3cde3	Y
SRR16644623	#b3cde3	Y
SRR16644625	#b3cde3	Y
SRR16644626	#b3cde3	Y
SRR16644633	#b3cde3	Y
SRR16644634	#b3cde3	Y
SRR16644635	#b3cde3	Y
SRR16644636	#b3cde3	Y
SRR16644637	#b3cde3	Y
SRR16644638	#b3cde3	Y
SRR16644639	#b3cde3	Y
SRR16644640	#b3cde3	Y
SRR16644641	#b3cde3	Y
SRR16644642	#b3cde3	Y
SRR16644644	#b3cde3	Y
SRR16644645	#b3cde3	Y
SRR16644646	#b3cde3	Y
SRR16644648	#b3cde3	Y
SRR16644649	#b3cde3	Y
SRR16644650	#b3cde3	Y
SRR16644651	#b3cde3	Y
SRR16644652	#b3cde3	Y
SRR16644653	#b3cde3	Y
SRR16644655	#b3cde3	Y
SRR16644657	#b3cde3	Y
SRR16644658	#b3cde3	Y
SRR16644659	#b3cde3	Y
SRR16644660	#b3cde3	Y
SRR16644661	#b3cde3	Y
SRR16644662	#b3cde3	Y
SRR16644663	#b3cde3	Y
SRR16644664	#b3cde3	Y
SRR16644666	#b3cde3	Y
SRR16644668	#b3cde3	Y
SRR16644669	#b3cde3	Y
SRR16644670	#b3cde3	Y
SRR16644671	#b3cde3	Y
SRR16644672	#b3cde3	Y
SRR16644674	#b3cde3	Y
SRR16644678	#b3cde3	Y
SRR16644679	#b3cde3	Y
SRR16644681	#b3cde3	Y
SRR16644682	#b3cde3	Y
SRR16644683	#b3cde3	Y
SRR16644684	#b3cde3	Y
SRR16644685	#b3cde3	Y
SRR16644686	#b3cde3	Y
SRR16644687	#b3cde3	Y
SRR16644690	#b3cde3	Y
SRR16644695	#b3cde3	Y
SRR16644696	#b3cde3	Y
SRR16644697	#b3cde3	Y
SRR16644698	#b3cde3	Y
SRR16644699	#b3cde3	Y
SRR16644700	#b3cde3	Y
SRR16644701	#b3cde3	Y
SRR16644703	#b3cde3	Y
SRR16644705	#b3cde3	Y
SRR16644707	#b3cde3	Y
SRR16644709	#b3cde3	Y
SRR16644710	#b3cde3	Y
SRR16644712	#b3cde3	Y
SRR16644714	#b3cde3	Y
SRR16644715	#b3cde3	Y
SRR16644716	#b3cde3	Y
SRR16644717	#b3cde3	Y
SRR16644718	#b3cde3	Y
SRR16644719	#b3cde3	Y
SRR16644721	#b3cde3	Y
SRR16999308	#b3cde3	Y
SRR16999309	#b3cde3	Y
SRR16999310	#b3cde3	Y
SRR16999311	#b3cde3	Y
SRR16999312	#b3cde3	Y
SRR16999314	#b3cde3	Y
SRR16999315	#b3cde3	Y
SRR16999316	#b3cde3	Y
SRR16999317	#b3cde3	Y
SRR16999320	#b3cde3	Y
SRR16999321	#b3cde3	Y
SRR16999322	#b3cde3	Y
SRR16999323	#b3cde3	Y
SRR16999325	#b3cde3	Y
SRR16999326	#b3cde3	Y
SRR16999327	#b3cde3	Y
SRR16999331	#b3cde3	Y
SRR16999332	#b3cde3	Y
SRR16999334	#b3cde3	Y
SRR16999336	#b3cde3	Y
SRR16999337	#b3cde3	Y
SRR16999339	#b3cde3	Y
SRR16999342	#b3cde3	Y
SRR16999344	#b3cde3	Y
SRR16999345	#b3cde3	Y
SRR16999346	#b3cde3	Y
SRR16999347	#b3cde3	Y
SRR16999349	#b3cde3	Y
SRR16999350	#b3cde3	Y
SRR16999351	#b3cde3	Y
SRR16999352	#b3cde3	Y
SRR16999353	#b3cde3	Y
SRR16999354	#b3cde3	Y
SRR16999355	#b3cde3	Y
SRR16999356	#b3cde3	Y
SRR16999357	#b3cde3	Y
SRR16999362	#b3cde3	Y
SRR16999363	#b3cde3	Y
SRR16999364	#b3cde3	Y
SRR16999368	#b3cde3	Y
SRR16999369	#b3cde3	Y
SRR16999372	#b3cde3	Y
SRR16999374	#b3cde3	Y
SRR16999376	#b3cde3	Y
SRR16999378	#b3cde3	Y
SRR16999379	#b3cde3	Y
SRR16999380	#b3cde3	Y
SRR16999382	#b3cde3	Y
SRR16999383	#b3cde3	Y
SRR16999384	#b3cde3	Y
SRR16999387	#b3cde3	Y
SRR16999393	#b3cde3	Y
SRR16999394	#b3cde3	Y
SRR16999395	#b3cde3	Y
SRR16999397	#b3cde3	Y
SRR16999399	#b3cde3	Y
SRR16999401	#b3cde3	Y
SRR16999402	#b3cde3	Y
SRR16999403	#b3cde3	Y
SRR16999406	#b3cde3	Y
SRR16999407	#b3cde3	Y
SRR16999410	#b3cde3	Y
SRR16999411	#b3cde3	Y
SRR16999414	#b3cde3	Y
SRR16999415	#b3cde3	Y
SRR16999416	#b3cde3	Y
SRR16999418	#b3cde3	Y
SRR16999419	#b3cde3	Y
SRR16999421	#b3cde3	Y
SRR16999422	#b3cde3	Y
SRR16999423	#b3cde3	Y
SRR16999424	#b3cde3	Y
SRR16999425	#b3cde3	Y
SRR16999426	#b3cde3	Y
SRR16999427	#88419d	C
SRR16999428	#b3cde3	Y
SRR16999429	#b3cde3	Y
SRR16999430	#b3cde3	Y
SRR16999431	#b3cde3	Y
SRR16999432	#b3cde3	Y
SRR16999434	#b3cde3	Y
SRR16999435	#b3cde3	Y
SRR16999437	#b3cde3	Y
SRR16999439	#b3cde3	Y
SRR16999441	#b3cde3	Y
SRR16999442	#b3cde3	Y
SRR16999443	#b3cde3	Y
SRR16999444	#b3cde3	Y
SRR16999445	#b3cde3	Y
SRR16999446	#b3cde3	Y
SRR16999447	#b3cde3	Y
SRR16999449	#b3cde3	Y
SRR16999451	#b3cde3	Y
SRR16999452	#b3cde3	Y
SRR16999454	#b3cde3	Y
SRR16999456	#b3cde3	Y
SRR16999459	#b3cde3	Y
SRR16999461	#b3cde3	Y
SRR16999462	#b3cde3	Y
SRR16999464	#b3cde3	Y
SRR16999465	#b3cde3	Y
SRR16999466	#b3cde3	Y
SRR16999467	#b3cde3	Y
SRR16999468	#b3cde3	Y
SRR16999469	#b3cde3	Y
SRR16999470	#b3cde3	Y
SRR16999471	#b3cde3	Y
SRR16999472	#b3cde3	Y
SRR16999474	#b3cde3	Y
SRR16999475	#b3cde3	Y
SRR16999476	#b3cde3	Y
SRR16999482	#b3cde3	Y
SRR16999483	#b3cde3	Y
SRR16999484	#b3cde3	Y
SRR16999485	#b3cde3	Y
SRR16999486	#b3cde3	Y
SRR16999487	#b3cde3	Y
SRR16999488	#b3cde3	Y
SRR16999489	#b3cde3	Y
SRR16999490	#b3cde3	Y
SRR16999491	#b3cde3	Y
SRR16999496	#b3cde3	Y
SRR16999505	#b3cde3	Y
SRR16999506	#b3cde3	Y
SRR16999507	#b3cde3	Y
SRR16999508	#b3cde3	Y
SRR16999510	#b3cde3	Y
SRR16999511	#b3cde3	Y
SRR16999512	#b3cde3	Y
SRR16999513	#b3cde3	Y
SRR16999514	#b3cde3	Y
SRR16999517	#b3cde3	Y
SRR16999518	#b3cde3	Y
SRR16999521	#b3cde3	Y
SRR16999522	#b3cde3	Y
SRR16999523	#b3cde3	Y
SRR16999524	#b3cde3	Y
SRR16999525	#b3cde3	Y
SRR16999527	#b3cde3	Y
SRR16999529	#b3cde3	Y
SRR16999530	#b3cde3	Y
SRR16999532	#b3cde3	Y
SRR16999534	#b3cde3	Y
SRR16999535	#b3cde3	Y
SRR16999536	#b3cde3	Y
SRR16999537	#b3cde3	Y
SRR16999539	#b3cde3	Y
SRR16999540	#b3cde3	Y
SRR16999541	#b3cde3	Y
SRR16999542	#b3cde3	Y
SRR16999543	#b3cde3	Y
SRR16999545	#b3cde3	Y
SRR16999546	#b3cde3	Y
SRR16999548	#b3cde3	Y
SRR16999549	#b3cde3	Y
SRR16999550	#b3cde3	Y
SRR16999551	#b3cde3	Y
SRR16999552	#b3cde3	Y
SRR16999553	#b3cde3	Y
SRR16999554	#b3cde3	Y
SRR16999557	#b3cde3	Y
SRR16999559	#b3cde3	Y
SRR16999560	#b3cde3	Y
SRR16999562	#b3cde3	Y
SRR16999564	#b3cde3	Y
SRR16999566	#b3cde3	Y
SRR16999567	#b3cde3	Y
SRR16999575	#b3cde3	Y
SRR16999576	#b3cde3	Y
SRR16999578	#b3cde3	Y
SRR16999579	#b3cde3	Y
SRR16999581	#b3cde3	Y
SRR16999583	#b3cde3	Y
SRR16999584	#b3cde3	Y
SRR16999585	#b3cde3	Y
SRR16999586	#b3cde3	Y
SRR16999587	#b3cde3	Y
SRR16999588	#b3cde3	Y
SRR16999589	#b3cde3	Y
SRR16999590	#b3cde3	Y
SRR16999591	#b3cde3	Y
SRR16999592	#b3cde3	Y
SRR16999595	#b3cde3	Y
SRR16999596	#b3cde3	Y
SRR16999598	#b3cde3	Y
SRR16999599	#b3cde3	Y
SRR16999600	#b3cde3	Y
SRR16999601	#b3cde3	Y
SRR16999602	#b3cde3	Y
SRR16999603	#b3cde3	Y
SRR16999605	#b3cde3	Y
SRR16999606	#b3cde3	Y
SRR16999609	#b3cde3	Y
SRR16999612	#b3cde3	Y
SRR16999613	#b3cde3	Y
SRR16999614	#b3cde3	Y
SRR16999617	#b3cde3	Y
SRR16999618	#b3cde3	Y
SRR16999619	#b3cde3	Y
SRR16999621	#b3cde3	Y
SRR16999622	#b3cde3	Y
SRR16999623	#b3cde3	Y
SRR16999624	#b3cde3	Y
SRR16999625	#b3cde3	Y
SRR16999627	#b3cde3	Y
SRR16999628	#b3cde3	Y
SRR16999629	#b3cde3	Y
SRR16999630	#b3cde3	Y
SRR16999631	#b3cde3	Y
SRR16999633	#b3cde3	Y
SRR16999634	#b3cde3	Y
SRR16999635	#b3cde3	Y
SRR16999639	#b3cde3	Y
SRR16999640	#b3cde3	Y
SRR16999642	#b3cde3	Y
SRR16999643	#b3cde3	Y
SRR16999644	#b3cde3	Y
SRR16999646	#b3cde3	Y
SRR16999647	#b3cde3	Y
SRR16999648	#b3cde3	Y
SRR16999649	#b3cde3	Y
SRR16999651	#b3cde3	Y
SRR16999653	#b3cde3	Y
SRR16999656	#b3cde3	Y
SRR16999657	#b3cde3	Y
SRR16999661	#b3cde3	Y
SRR16999662	#b3cde3	Y
SRR16999663	#b3cde3	Y
SRR16999667	#b3cde3	Y
SRR16999668	#b3cde3	Y
SRR16999671	#b3cde3	Y
SRR16999674	#b3cde3	Y
SRR16999675	#b3cde3	Y
SRR16999676	#b3cde3	Y
SRR16999680	#b3cde3	Y
SRR16999686	#b3cde3	Y
SRR16999690	#88419d	C
SRR16999692	#b3cde3	Y
SRR16999693	#b3cde3	Y
SRR16999694	#b3cde3	Y
SRR16999695	#b3cde3	Y
SRR16999696	#b3cde3	Y
SRR16999699	#b3cde3	Y
SRR16999701	#b3cde3	Y
SRR16999702	#b3cde3	Y
SRR16999704	#b3cde3	Y
SRR16999706	#b3cde3	Y
SRR16999707	#b3cde3	Y
SRR16999708	#b3cde3	Y
SRR16999710	#b3cde3	Y
SRR16999711	#b3cde3	Y
SRR16999712	#b3cde3	Y
SRR16999713	#b3cde3	Y
SRR16999714	#b3cde3	Y
SRR16999715	#b3cde3	Y
SRR16999716	#b3cde3	Y
SRR16999717	#b3cde3	Y
SRR16999732	#b3cde3	Y
SRR16999734	#b3cde3	Y
SRR16999742	#b3cde3	Y
SRR16999745	#b3cde3	Y
SRR16999748	#b3cde3	Y
SRR16999749	#b3cde3	Y
SRR16999750	#b3cde3	Y
SRR16999751	#b3cde3	Y
SRR16999752	#b3cde3	Y
SRR16999753	#b3cde3	Y
SRR16999754	#b3cde3	Y
SRR16999757	#b3cde3	Y
SRR16999758	#b3cde3	Y
SRR16999759	#b3cde3	Y
SRR16999760	#b3cde3	Y
SRR16999761	#b3cde3	Y
SRR16999762	#b3cde3	Y
SRR16999763	#b3cde3	Y
SRR17188730	#b3cde3	Y
SRR17188732	#b3cde3	Y
SRR17188733	#b3cde3	Y
SRR17188734	#b3cde3	Y
SRR17188735	#b3cde3	Y
SRR17188736	#b3cde3	Y
SRR17188737	#b3cde3	Y
SRR17188739	#b3cde3	Y
SRR17188740	#b3cde3	Y
SRR17188741	#b3cde3	Y
SRR12011624	#b3cde3	Y
SRR12011628	#b3cde3	Y
SRR12011629	#b3cde3	Y
SRR12011631	#b3cde3	Y
SRR12011633	#b3cde3	Y
SRR12011637	#b3cde3	Y
ERR349886	#b3cde3	Y
ERR349887	#b3cde3	Y
ERR349888	#b3cde3	Y
ERR349889	#b3cde3	Y
ERR349890	#b3cde3	Y
ERR349891	#b3cde3	Y
ERR349892	#b3cde3	Y
ERR349893	#b3cde3	Y
ERR349894	#b3cde3	Y
ERR349895	#b3cde3	Y
ERR349896	#b3cde3	Y
ERR349897	#b3cde3	Y
ERR349898	#b3cde3	Y
ERR349899	#b3cde3	Y
ERR349900	#b3cde3	Y
ERR349901	#b3cde3	Y
ERR349904	#b3cde3	Y
ERR349905	#b3cde3	Y
ERR349906	#b3cde3	Y
ERR349908	#b3cde3	Y
ERR349909	#b3cde3	Y
ERR349910	#b3cde3	Y
ERR349912	#b3cde3	Y
ERR349914	#b3cde3	Y
ERR349915	#b3cde3	Y
ERR349916	#b3cde3	Y
ERR349918	#b3cde3	Y
ERR349920	#b3cde3	Y
ERR349921	#b3cde3	Y
ERR349922	#b3cde3	Y
ERR349923	#b3cde3	Y
ERR349924	#b3cde3	Y
ERR349925	#b3cde3	Y
ERR349926	#b3cde3	Y
ERR349927	#b3cde3	Y
ERR349930	#b3cde3	Y
ERR349932	#b3cde3	Y
ERR349933	#b3cde3	Y
ERR349934	#b3cde3	Y
ERR349935	#b3cde3	Y
ERR349936	#b3cde3	Y
ERR349937	#b3cde3	Y
ERR349939	#b3cde3	Y
ERR349942	#b3cde3	Y
ERR349945	#b3cde3	Y
ERR349948	#b3cde3	Y
ERR349952	#b3cde3	Y
ERR349953	#b3cde3	Y
ERR349954	#b3cde3	Y
ERR349956	#b3cde3	Y
ERR349957	#b3cde3	Y
ERR349959	#b3cde3	Y
ERR349960	#b3cde3	Y
ERR349962	#b3cde3	Y
ERR349963	#b3cde3	Y
ERR349965	#b3cde3	Y
ERR349967	#b3cde3	Y
ERR349968	#b3cde3	Y
ERR349969	#b3cde3	Y
ERR349970	#b3cde3	Y
ERR349971	#b3cde3	Y
ERR349972	#b3cde3	Y
ERR349973	#b3cde3	Y
ERR349974	#b3cde3	Y
ERR349976	#b3cde3	Y
ERR349977	#b3cde3	Y
ERR349978	#b3cde3	Y
ERR349979	#b3cde3	Y
ERR363576	#b3cde3	Y
ERR363577	#b3cde3	Y
ERR363578	#b3cde3	Y
ERR363579	#b3cde3	Y
ERR363581	#b3cde3	Y
ERR363583	#b3cde3	Y
ERR363584	#b3cde3	Y
ERR363585	#b3cde3	Y
ERR363586	#b3cde3	Y
ERR363587	#b3cde3	Y
ERR363588	#b3cde3	Y
ERR363589	#b3cde3	Y
ERR363592	#b3cde3	Y
ERR363593	#b3cde3	Y
ERR363594	#b3cde3	Y
ERR363596	#b3cde3	Y
ERR363597	#b3cde3	Y
ERR363598	#b3cde3	Y
ERR363599	#b3cde3	Y
ERR363600	#b3cde3	Y
ERR363601	#b3cde3	Y
ERR363603	#b3cde3	Y
ERR363605	#b3cde3	Y
ERR363606	#b3cde3	Y
ERR363608	#b3cde3	Y
ERR363609	#b3cde3	Y
ERR363610	#b3cde3	Y
ERR363611	#b3cde3	Y
ERR363612	#b3cde3	Y
ERR363613	#b3cde3	Y
ERR363614	#b3cde3	Y
ERR363615	#b3cde3	Y
ERR363616	#b3cde3	Y
ERR363619	#b3cde3	Y
ERR363620	#b3cde3	Y
ERR363621	#b3cde3	Y
ERR363622	#b3cde3	Y
ERR363623	#b3cde3	Y
ERR363624	#b3cde3	Y
ERR363625	#b3cde3	Y
ERR363627	#b3cde3	Y
ERR363628	#b3cde3	Y
ERR363629	#b3cde3	Y
ERR363630	#b3cde3	Y
ERR363631	#b3cde3	Y
ERR363633	#b3cde3	Y
ERR363634	#b3cde3	Y
ERR363635	#b3cde3	Y
ERR363636	#b3cde3	Y
ERR363638	#b3cde3	Y
ERR363639	#b3cde3	Y
ERR363640	#b3cde3	Y
ERR363641	#b3cde3	Y
ERR363642	#b3cde3	Y
ERR363643	#b3cde3	Y
ERR363644	#b3cde3	Y
ERR363645	#b3cde3	Y
ERR363646	#b3cde3	Y
ERR363647	#b3cde3	Y
ERR363648	#b3cde3	Y
ERR363650	#b3cde3	Y
ERR363652	#b3cde3	Y
ERR363653	#b3cde3	Y
ERR363655	#b3cde3	Y
ERR363656	#b3cde3	Y
ERR363657	#b3cde3	Y
ERR363659	#b3cde3	Y
ERR363660	#b3cde3	Y
ERR363662	#b3cde3	Y
ERR363665	#b3cde3	Y
ERR363666	#b3cde3	Y
ERR363667	#b3cde3	Y
ERR363668	#b3cde3	Y
ERR363669	#b3cde3	Y
ERR363670	#b3cde3	Y
ERR388280	#b3cde3	Y
ERR388284	#b3cde3	Y
ERR388285	#b3cde3	Y
ERR388286	#b3cde3	Y
ERR388287	#b3cde3	Y
ERR388289	#b3cde3	Y
ERR388290	#b3cde3	Y
ERR388291	#b3cde3	Y
ERR388294	#b3cde3	Y
ERR388295	#b3cde3	Y
ERR388296	#b3cde3	Y
ERR388297	#b3cde3	Y
ERR388298	#b3cde3	Y
ERR388299	#b3cde3	Y
ERR388303	#b3cde3	Y
ERR388306	#b3cde3	Y
ERR388307	#b3cde3	Y
ERR388308	#b3cde3	Y
ERR388309	#b3cde3	Y
ERR388310	#b3cde3	Y
ERR388311	#b3cde3	Y
ERR388312	#b3cde3	Y
ERR388313	#b3cde3	Y
ERR388314	#b3cde3	Y
ERR388316	#b3cde3	Y
ERR388317	#b3cde3	Y
ERR388318	#b3cde3	Y
ERR388320	#b3cde3	Y
ERR388321	#b3cde3	Y
ERR388322	#b3cde3	Y
ERR388323	#b3cde3	Y
ERR388324	#b3cde3	Y
ERR388325	#b3cde3	Y
ERR388326	#b3cde3	Y
ERR388327	#b3cde3	Y
ERR388328	#b3cde3	Y
ERR388329	#b3cde3	Y
ERR388330	#b3cde3	Y
ERR388332	#b3cde3	Y
ERR388333	#b3cde3	Y
ERR388334	#b3cde3	Y
ERR388335	#b3cde3	Y
ERR388336	#b3cde3	Y
ERR388337	#b3cde3	Y
ERR388338	#b3cde3	Y
ERR388339	#b3cde3	Y
ERR388340	#b3cde3	Y
ERR388341	#b3cde3	Y
ERR388342	#b3cde3	Y
ERR388345	#b3cde3	Y
ERR388346	#b3cde3	Y
ERR388347	#b3cde3	Y
ERR388348	#b3cde3	Y
ERR388349	#b3cde3	Y
ERR388350	#b3cde3	Y
ERR388351	#b3cde3	Y
ERR388353	#b3cde3	Y
ERR388354	#b3cde3	Y
ERR388355	#b3cde3	Y
ERR388356	#b3cde3	Y
ERR388359	#b3cde3	Y
ERR388360	#b3cde3	Y
ERR388361	#b3cde3	Y
ERR388362	#b3cde3	Y
ERR388363	#b3cde3	Y
ERR388364	#b3cde3	Y
ERR388366	#b3cde3	Y
ERR388367	#b3cde3	Y
ERR388369	#b3cde3	Y
ERR388372	#b3cde3	Y
ERR388373	#b3cde3	Y
ERR388375	#b3cde3	Y
ERR388376	#b3cde3	Y
ERR388377	#b3cde3	Y
ERR388379	#b3cde3	Y
ERR388380	#b3cde3	Y
ERR388381	#b3cde3	Y
ERR388384	#b3cde3	Y
ERR388385	#b3cde3	Y
ERR388386	#b3cde3	Y
ERR388387	#b3cde3	Y
ERR388389	#b3cde3	Y
ERR388391	#b3cde3	Y
ERR388393	#b3cde3	Y
ERR388394	#b3cde3	Y
ERR388395	#b3cde3	Y
ERR388396	#b3cde3	Y
ERR388397	#b3cde3	Y
ERR388398	#b3cde3	Y
ERR388400	#b3cde3	Y
ERR388402	#b3cde3	Y
ERR388403	#b3cde3	Y
ERR388404	#b3cde3	Y
ERR388405	#b3cde3	Y
ERR388406	#b3cde3	Y
ERR388407	#b3cde3	Y
ERR388408	#b3cde3	Y
ERR388412	#b3cde3	Y
ERR388414	#b3cde3	Y
ERR388415	#b3cde3	Y
ERR388416	#b3cde3	Y
ERR388417	#b3cde3	Y
ERR388418	#b3cde3	Y
ERR388419	#b3cde3	Y
ERR388420	#b3cde3	Y
ERR388421	#b3cde3	Y
ERR388422	#b3cde3	Y
ERR388423	#b3cde3	Y
ERR388424	#b3cde3	Y
ERR388425	#b3cde3	Y
ERR388426	#b3cde3	Y
ERR388427	#b3cde3	Y
ERR388428	#b3cde3	Y
ERR388429	#b3cde3	Y
ERR388430	#b3cde3	Y
ERR388431	#b3cde3	Y
ERR388432	#b3cde3	Y
ERR388433	#b3cde3	Y
ERR388434	#b3cde3	Y
ERR388435	#b3cde3	Y
ERR388436	#b3cde3	Y
ERR388437	#b3cde3	Y
ERR388438	#b3cde3	Y
ERR388439	#b3cde3	Y
ERR388440	#b3cde3	Y
ERR388441	#b3cde3	Y
ERR388445	#b3cde3	Y
ERR388446	#b3cde3	Y
ERR388447	#b3cde3	Y
ERR388448	#b3cde3	Y
ERR388449	#b3cde3	Y
ERR388450	#b3cde3	Y
ERR388451	#b3cde3	Y
ERR388452	#b3cde3	Y
ERR388453	#b3cde3	Y
ERR388454	#b3cde3	Y
ERR449457	#b3cde3	Y
ERR449459	#b3cde3	Y
ERR449460	#b3cde3	Y
ERR449461	#b3cde3	Y
ERR449465	#b3cde3	Y
ERR449469	#b3cde3	Y
ERR449480	#b3cde3	Y
ERR449481	#b3cde3	Y
ERR449482	#b3cde3	Y
ERR449483	#b3cde3	Y
ERR449484	#b3cde3	Y
ERR449485	#b3cde3	Y
ERR449486	#b3cde3	Y
ERR449487	#b3cde3	Y
ERR449489	#b3cde3	Y
ERR449490	#b3cde3	Y
ERR449491	#b3cde3	Y
ERR449492	#b3cde3	Y
ERR449493	#b3cde3	Y
ERR449494	#b3cde3	Y
ERR449496	#b3cde3	Y
ERR449497	#b3cde3	Y
ERR449498	#b3cde3	Y
ERR449499	#b3cde3	Y
ERR449500	#b3cde3	Y
ERR449501	#b3cde3	Y
ERR449502	#b3cde3	Y
ERR449503	#b3cde3	Y
ERR449504	#b3cde3	Y
ERR449505	#b3cde3	Y
ERR449506	#b3cde3	Y
ERR449507	#b3cde3	Y
ERR449509	#b3cde3	Y
ERR449510	#b3cde3	Y
ERR449511	#b3cde3	Y
ERR449512	#b3cde3	Y
ERR449513	#b3cde3	Y
ERR449514	#b3cde3	Y
ERR449515	#b3cde3	Y
ERR449516	#b3cde3	Y
ERR449521	#b3cde3	Y
ERR449522	#b3cde3	Y
ERR449523	#b3cde3	Y
ERR449524	#b3cde3	Y
ERR449525	#b3cde3	Y
ERR485166	#b3cde3	Y
ERR485167	#b3cde3	Y
ERR485168	#b3cde3	Y
ERR485169	#b3cde3	Y
ERR485170	#b3cde3	Y
ERR485172	#b3cde3	Y
ERR502238	#b3cde3	Y
ERR502239	#b3cde3	Y
101M	#b3cde3	Y
102M	#b3cde3	Y
103MA	#b3cde3	Y
103MB	#b3cde3	Y
112M	#b3cde3	Y
118M	#b3cde3	Y
11M	#b3cde3	Y
13M	#b3cde3	Y
146M	#b3cde3	Y
154M	#b3cde3	Y
156MA	#b3cde3	Y
156MB	#b3cde3	Y
157M	#b3cde3	Y
163M	#b3cde3	Y
24M	#b3cde3	Y
30M	#b3cde3	Y
31M	#b3cde3	Y
32M	#b3cde3	Y
35M	#b3cde3	Y
3M	#b3cde3	Y
43M	#b3cde3	Y
45M	#b3cde3	Y
46M	#b3cde3	Y
71M	#b3cde3	Y
78M	#b3cde3	Y
7M	#b3cde3	Y
82M	#b3cde3	Y
94M	#b3cde3	Y
95M	#b3cde3	Y
96MA	#b3cde3	Y
96MB	#b3cde3	Y
97M	#b3cde3	Y
99M	#b3cde3	Y
AAA001	#b3cde3	Y
AAA002	#b3cde3	Y
AAA003	#b3cde3	Y
AAA004	#b3cde3	Y
AAA005	#b3cde3	Y
AAA006	#b3cde3	Y
AAA007	#b3cde3	Y
AAA008	#b3cde3	Y
AAA009	#b3cde3	Y
AAA010	#b3cde3	Y
AAA012	#b3cde3	Y
AAA013	#b3cde3	Y
AAA019	#b3cde3	Y
AAA021	#b3cde3	Y
AAA022	#b3cde3	Y
AAA023	#b3cde3	Y
AAA024	#b3cde3	Y
AAA025	#b3cde3	Y
AAA027	#b3cde3	Y
AAA028	#b3cde3	Y
AAA030	#b3cde3	Y
AAA031	#b3cde3	Y
AAA033	#b3cde3	Y
AAA035	#b3cde3	Y
AAA036	#b3cde3	Y
AAA038	#b3cde3	Y
AAA039	#b3cde3	Y
AAA040	#b3cde3	Y
AAA041	#b3cde3	Y
AAA047	#b3cde3	Y
AAA048	#b3cde3	Y
AAA049	#b3cde3	Y
CCC003	#b3cde3	Y
CCC005	#b3cde3	Y
CCC006	#b3cde3	Y
CCC009	#b3cde3	Y
CCC010	#b3cde3	Y
CCC011	#b3cde3	Y
CCC012	#b3cde3	Y
CCC015	#b3cde3	Y
CCC016	#b3cde3	Y
CCC018	#b3cde3	Y
CCC019	#b3cde3	Y
CCC020	#b3cde3	Y
CCC021	#b3cde3	Y
CCC022	#b3cde3	Y
CCC023	#b3cde3	Y
CCC024	#b3cde3	Y
CCC025	#88419d	C
CCC026	#b3cde3	Y
CCC027	#88419d	C
CCC028	#b3cde3	Y
CCC029	#b3cde3	Y
CCC030	#b3cde3	Y
CCC032	#b3cde3	Y
CCC033	#b3cde3	Y
CCC034	#b3cde3	Y
CCC035	#b3cde3	Y
CCC037	#b3cde3	Y
CCC040	#b3cde3	Y
CCC042	#b3cde3	Y
CCC044	#b3cde3	Y
CCC047	#b3cde3	Y
CCC049	#b3cde3	Y
CCC050	#b3cde3	Y
DDD001	#b3cde3	Y
DDD002	#b3cde3	Y
DDD003	#b3cde3	Y
DDD004	#b3cde3	Y
DDD008	#b3cde3	Y
DDD010	#b3cde3	Y
DDD011	#b3cde3	Y
DDD013	#b3cde3	Y
DDD017	#b3cde3	Y
DDD018	#b3cde3	Y
DDD020	#b3cde3	Y
DDD021	#b3cde3	Y
DDD022	#b3cde3	Y
DDD024	#b3cde3	Y
DDD025	#b3cde3	Y
DDD026	#b3cde3	Y
DDD027	#b3cde3	Y
DDD028	#b3cde3	Y
DDD030	#b3cde3	Y
DDD031	#b3cde3	Y
DDD033	#b3cde3	Y
DDD034	#b3cde3	Y
DDD037	#b3cde3	Y
DDD038	#b3cde3	Y
DDD039	#b3cde3	Y
DDD040	#b3cde3	Y
DDD043	#b3cde3	Y
DDD045	#b3cde3	Y
DDD046	#b3cde3	Y
DDD050	#b3cde3	Y
EEE001	#b3cde3	Y
EEE002	#b3cde3	Y
EEE003	#b3cde3	Y
EEE004	#b3cde3	Y
EEE005	#b3cde3	Y
EEE006	#b3cde3	Y
EEE008	#b3cde3	Y
EEE009	#b3cde3	Y
EEE011	#b3cde3	Y
EEE012	#b3cde3	Y
EEE014	#b3cde3	Y
EEE015	#b3cde3	Y
EEE016	#b3cde3	Y
EEE017	#b3cde3	Y
EEE018	#b3cde3	Y
EEE019	#b3cde3	Y
EEE020	#b3cde3	Y
EEE021	#b3cde3	Y
EEE022	#b3cde3	Y
EEE023	#b3cde3	Y
EEE025	#b3cde3	Y
EEE026	#b3cde3	Y
EEE028	#b3cde3	Y
EEE029	#b3cde3	Y
